receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenderx,defendery,defenders,defendera,defenderdis,defendero,defenderdir,defenders_in_path,friends_in_path,pass_length,yards_to_go,yardline_num,yards_gained
28.08,24.31,1.05,1.32,0.11,29.33,317.42,4.114389383614536,32.19,24.5,0.61,2.99,0.05,244.98,152.35,2,5,-6.920000000000002,10,25,11.920000000000002
31.63,29.71,0.97,0.95,0.1,27.08,221.28,1.328533025558642,32.36,30.82,3.62,1.7,0.37,146.11,261.26,2,6,-8.370000000000001,5,30,14.370000000000001
57.7,24.77,0.45,0.4,0.05,103.35,85.73,3.1982807881735456,59.43,27.46,2.0,1.22,0.2,204.89,251.26,0,1,-9.299999999999997,1,43,33.3
84.24,23.51,0.51,1.1,0.06,143.64,216.73,2.3719190542680915,86.48,24.29,2.19,3.05,0.23,224.31,219.92,3,0,-6.760000000000005,10,19,14.760000000000005
38.99,32.58,4.56,1.75,0.47,99.93,348.81,2.3926972228010803,41.34,32.13,5.39,2.57,0.55,320.33,326.7,1,0,-7.009999999999998,10,36,22.009999999999998
53.54,28.72,2.13,0.63,0.21,87.77,133.96,2.1714741536569133,51.37,28.8,4.19,4.35,0.42,32.33,350.09,7,11,-7.460000000000001,10,49,20.46
66.17,30.78,0.92,1.02,0.09,351.6,322.3,3.469135338956954,69.47,31.85,1.49,2.24,0.16,279.35,280.33,0,0,-7.829999999999998,10,36,14.829999999999998
109.34,24.25,0.57,2.52,0.07,291.07,82.97,2.9845770219580525,107.65,21.79,6.27,1.91,0.64,65.6,53.65,0,1,-8.340000000000003,8,9,30.340000000000003
91.51,24.3,1.13,0.67,0.12,358.06,57.97,3.0827422856930524,89.19,26.33,2.55,1.82,0.26,121.86,99.94,0,0,-5.510000000000005,6,24,9.510000000000005
66.12,24.04,1.16,1.6,0.12,255.42,280.85,1.71470114014075,66.41,22.35,2.87,1.82,0.28,342.86,309.74,9,8,-6.1200000000000045,20,50,18.120000000000005
55.05,23.51,1.92,0.65,0.19,253.85,245.28,3.3473123547108607,52.78,25.97,0.61,0.78,0.07,116.4,196.97,10,8,-7.049999999999997,8,38,23.049999999999997
36.51,24.38,1.26,0.73,0.13,0.52,33.89,3.8548281414350987,33.85,21.59,2.15,2.44,0.23,69.18,74.67,2,0,-6.509999999999998,8,20,9.509999999999998
33.07,30.51,2.35,1.05,0.24,317.41,277.61,2.2673773395709853,33.48,32.74,1.76,3.11,0.17,302.73,272.35,8,9,-6.07,5,17,10.07
24.82,23.69,0.27,0.79,0.02,134.52,47.09,2.057668583615934,25.78,21.87,2.73,1.43,0.28,298.83,315.05,10,11,-8.18,28,23,29.18
61.61,20.76,5.11,1.23,0.51,164.35,192.71,4.832597645159378,66.27,19.48,4.34,2.63,0.42,266.73,230.37,0,2,-11.39,6,37,16.39
71.96,29.79,0.27,0.84,0.03,128.42,77.64,2.924876065750481,73.91,31.97,1.38,1.49,0.14,219.18,283.4,10,10,-7.040000000000006,10,31,23.040000000000006
92.02,24.78,1.02,0.57,0.1,312.5,289.26,3.9232639472765527,90.66,28.46,2.29,2.61,0.24,194.22,134.18,11,11,-9.019999999999996,8,27,15.019999999999996
74.46,29.99,0.56,1.05,0.06,309.69,313.4,2.241896518575282,72.56,31.18,4.16,2.43,0.43,77.19,85.45,9,7,-7.459999999999994,5,43,56.459999999999994
28.41,30.73,0.75,1.4,0.08,126.75,324.21,3.092216033850158,31.48,31.1,3.96,1.91,0.41,289.66,303.48,0,6,-6.59,10,25,15.59
38.24,24.85,1.0,0.84,0.1,313.66,345.61,4.673339277219234,42.25,22.45,0.89,3.48,0.11,298.81,300.82,4,11,-8.759999999999998,10,37,15.759999999999998
46.2,29.69,0.2,0.45,0.02,100.66,148.44,2.905942188000306,46.86,32.52,1.97,3.6,0.2,192.5,170.08,6,11,-7.799999999999997,3,44,16.799999999999997
54.63,33.95,1.74,1.68,0.18,130.61,23.51,3.3634060117684315,55.28,30.65,4.41,2.55,0.43,2.32,22.35,7,3,-8.369999999999997,10,47,45.37
83.7,23.56,0.67,0.85,0.07,138.23,211.5,3.1792137392757893,86.85,23.13,2.05,2.92,0.2,271.16,344.85,1,0,-6.299999999999997,20,20,16.299999999999997
92.49,23.47,0.65,0.78,0.06,117.41,114.61,3.0147968422432694,92.32,20.46,1.04,3.99,0.11,358.32,353.75,10,8,-7.510000000000005,10,10,17.510000000000005
91.19,30.14,2.18,0.58,0.21,273.88,273.48,2.1914607000811137,91.88,28.06,2.56,4.4,0.26,75.19,12.25,0,0,-7.189999999999998,9,26,16.189999999999998
30.16,27.18,4.65,1.56,0.47,105.38,40.73,3.729074952317262,29.9,23.46,3.94,1.14,0.39,340.3,26.69,7,3,-4.84,10,25,24.84
50.13,24.2,2.25,2.35,0.23,132.37,108.5,1.4493101807411706,49.84,25.62,4.46,1.77,0.44,210.74,127.86,9,9,-4.869999999999997,10,45,22.869999999999997
92.83,25.05,0.5,0.48,0.05,338.89,3.29,2.578468537717689,90.36,24.31,1.75,1.83,0.18,8.52,121.16,6,11,-7.829999999999998,10,25,18.83
86.51,24.95,4.49,1.04,0.45,246.43,180.82,2.794315658618409,84.8,27.16,7.11,2.73,0.71,185.44,163.0,3,0,-10.510000000000005,12,34,37.510000000000005
55.7,34.62,5.37,1.14,0.54,305.56,34.09,2.458149710656374,53.25,34.82,6.19,2.31,0.62,29.73,42.4,0,0,-12.700000000000003,4,33,45.7
24.62,27.5,2.25,0.57,0.22,109.94,71.48,1.2024142381059884,23.79,26.63,4.14,2.36,0.42,20.78,42.47,9,11,-5.379999999999999,10,20,15.379999999999999
52.49,24.69,2.88,2.74,0.3,265.72,82.73,3.4106304402558774,50.17,27.19,6.35,1.93,0.64,266.79,101.15,0,0,-11.490000000000002,14,31,42.49
32.61,30.41,1.12,0.56,0.11,174.93,298.25,1.7944915714485814,33.72,29.0,3.2,2.73,0.32,284.68,343.47,0,2,-7.390000000000001,10,30,12.39
43.02,28.83,0.94,1.99,0.1,84.16,282.65,4.99524774160401,44.04,23.94,3.59,2.97,0.37,17.4,277.94,0,1,-6.979999999999997,8,40,18.979999999999997
59.41,29.69,0.69,1.07,0.08,158.09,240.06,4.112517477166513,61.03,25.91,2.33,2.44,0.24,340.1,277.85,1,0,-7.590000000000003,5,43,11.590000000000003
50.17,29.9,0.55,1.85,0.05,298.82,344.02,3.0242354405700613,48.89,27.16,3.31,1.63,0.34,322.03,66.72,5,11,-8.170000000000002,5,32,12.170000000000002
45.77,27.2,0.85,1.32,0.09,223.22,233.45,4.107858322775995,42.38,29.52,3.23,1.94,0.33,90.53,90.12,10,11,-8.770000000000003,10,27,24.770000000000003
27.68,23.7,0.22,1.73,0.01,321.24,282.9,3.3382929769569376,25.27,26.01,2.55,1.73,0.25,77.89,108.07,11,9,-6.68,10,11,17.68
99.25,29.78,2.5,0.79,0.25,294.39,80.24,3.0974344222275327,98.71,26.73,5.33,2.92,0.54,338.1,47.15,0,0,-10.25,22,21,22.25
91.74,29.14,0.44,0.8,0.05,308.18,149.92,2.615033460588979,89.14,28.86,2.62,1.96,0.27,123.58,46.83,1,1,-7.739999999999995,10,26,31.739999999999995
54.34,23.24,1.2,0.42,0.12,18.41,264.55,2.7115493725912523,51.71,23.9,0.7,1.44,0.06,59.66,95.29,10,9,-6.340000000000003,10,38,13.340000000000003
45.78,23.45,0.61,1.85,0.07,279.02,97.8,3.5783376028541523,44.24,26.68,2.29,2.89,0.24,180.11,120.21,0,1,-8.780000000000001,10,27,14.780000000000001
36.72,23.1,1.2,1.04,0.12,253.31,131.76,4.94818148414142,33.39,26.76,2.94,1.45,0.3,109.25,81.77,1,1,-5.719999999999999,4,21,15.719999999999999
103.15,22.71,0.51,1.22,0.06,343.66,238.41,2.3397649454592706,101.03,21.72,2.93,0.24,0.3,110.17,38.1,10,7,-7.150000000000006,6,14,11.150000000000006
65.74,27.53,0.27,0.78,0.03,338.53,130.43,1.3023056476879769,65.5,26.25,5.07,4.56,0.5,8.24,57.74,1,1,-8.739999999999995,10,47,16.739999999999995
42.3,20.99,3.67,2.32,0.37,306.7,156.34,1.513803157613301,41.26,22.09,4.33,2.69,0.43,30.59,132.37,1,4,-10.299999999999997,7,22,16.299999999999997
48.81,24.54,1.39,1.72,0.14,164.01,261.53,2.1731313812100734,50.81,25.39,3.42,3.28,0.36,254.93,257.45,0,0,-7.189999999999998,7,46,16.189999999999998
64.31,29.78,1.8,1.67,0.19,65.65,300.16,2.4446267608778203,66.72,29.37,5.14,1.87,0.51,272.57,277.78,0,0,-9.689999999999998,10,36,19.689999999999998
74.59,29.97,0.45,2.04,0.06,164.1,240.73,3.259601202601321,76.74,32.42,2.6,2.82,0.27,252.83,230.39,0,0,-9.409999999999997,10,26,16.409999999999997
26.71,23.58,0.8,0.7,0.08,135.99,120.82,2.843976089913555,29.12,22.07,1.41,2.28,0.14,311.62,235.89,9,11,-8.29,10,25,64.28999999999999
26.67,30.03,0.72,2.18,0.08,77.54,281.94,3.428541964159106,27.6,33.33,3.15,2.08,0.32,250.47,237.6,0,0,-8.329999999999998,10,25,10.329999999999998
26.67,30.44,1.58,1.97,0.16,131.01,328.72,2.241093483101499,26.74,28.2,4.47,2.62,0.44,76.9,332.8,1,0,-10.329999999999998,8,27,17.33
39.15,23.85,0.58,0.8,0.05,146.15,96.64,2.1744194627532196,39.4,21.69,4.36,4.1,0.43,4.19,333.69,11,9,-8.850000000000001,10,38,17.85
58.69,23.49,0.93,2.15,0.1,181.32,238.75,3.4889110048839007,60.19,20.34,2.21,4.06,0.24,19.01,304.74,1,0,-8.310000000000002,5,43,15.310000000000002
67.67,23.23,0.88,1.06,0.09,157.54,224.3,3.9212753027554714,71.59,23.33,2.77,1.6,0.29,250.15,327.74,2,5,-6.329999999999998,10,36,12.329999999999998
89.67,30.03,0.98,0.27,0.1,311.77,287.98,4.181686262741389,86.99,33.24,1.36,1.92,0.14,123.18,143.05,10,11,-7.670000000000002,7,28,39.67
37.26,34.15,7.33,1.43,0.74,322.88,340.99,8.817493975047556,29.87,29.34,6.73,1.56,0.68,357.86,358.62,3,11,-7.259999999999998,10,20,27.259999999999998
87.8,23.33,0.42,0.99,0.04,289.41,241.56,3.3681003547994237,85.8,26.04,2.68,2.17,0.28,66.24,164.37,10,0,-7.799999999999997,5,30,26.799999999999997
17.8,30.44,3.69,3.58,0.36,58.53,82.23,1.1458621208504962,17.19,31.41,5.53,1.19,0.6,138.97,125.21,9,10,-4.199999999999999,8,12,8.2
51.08,24.85,1.47,0.9,0.15,304.02,295.99,1.0783784122468343,51.53,23.87,2.55,4.04,0.25,306.49,7.11,8,7,-6.079999999999998,9,35,24.08
75.6,29.94,1.39,1.05,0.13,132.26,110.48,2.487448491929027,75.17,32.39,3.31,2.07,0.33,146.13,224.22,10,5,-7.400000000000006,20,27,26.400000000000006
85.61,24.36,5.58,1.27,0.56,240.28,218.71,1.3678084661238152,86.96,24.14,4.47,1.25,0.45,262.36,253.67,6,2,-2.6099999999999994,8,27,18.61
86.13,24.77,0.72,1.44,0.08,340.53,356.47,5.128245313945112,82.8,28.67,3.72,1.05,0.37,164.39,70.85,6,0,-10.129999999999995,19,34,13.129999999999995
81.78,29.84,0.65,2.03,0.06,310.3,213.59,2.261526033456177,80.07,31.32,4.68,0.92,0.48,138.16,145.04,8,11,-8.780000000000001,16,37,15.780000000000001
81.11,15.34,7.12,0.3,0.71,159.44,163.69,1.8607794065928338,79.26,15.54,6.4,1.8,0.69,118.83,132.08,2,11,-3.8900000000000006,10,25,20.89
85.61,23.31,0.6,1.04,0.05,357.97,229.81,2.962043213729337,87.4,20.95,4.01,4.08,0.41,178.37,79.78,7,0,-7.609999999999999,21,32,11.61
78.9,26.4,2.67,0.75,0.27,262.46,283.69,1.7846568297574743,80.65,26.05,4.88,2.25,0.5,321.08,288.09,8,7,-4.900000000000006,17,36,31.900000000000006
25.61,23.2,1.16,0.68,0.12,173.12,129.71,2.089042843026441,23.57,23.65,1.69,3.09,0.17,184.56,213.97,10,11,-7.390000000000001,10,23,17.39
27.35,30.21,0.74,1.77,0.08,185.1,220.49,3.696322496752686,28.27,26.63,6.29,2.47,0.65,327.97,315.75,3,11,-8.649999999999999,7,26,15.649999999999999
69.03,29.57,1.26,1.12,0.13,47.16,31.36,1.9148106956041373,68.5,27.73,2.96,1.21,0.31,332.27,25.45,8,0,-6.969999999999999,5,34,14.969999999999999
21.96,29.78,5.42,0.86,0.54,343.82,7.47,5.835357743960521,16.13,29.53,4.34,0.76,0.47,32.73,4.69,6,0,-7.960000000000001,4,4,10.96
90.94,29.11,0.81,0.88,0.08,225.56,174.06,4.108454697328428,87.57,26.76,1.85,1.31,0.19,70.83,91.99,4,11,-7.939999999999998,8,27,11.939999999999998
87.7,24.4,1.09,0.36,0.11,339.85,325.39,2.822002834867466,85.44,22.71,2.52,1.32,0.25,60.37,48.47,9,9,-8.700000000000003,4,31,16.700000000000003
81.39,30.86,1.21,2.18,0.13,269.51,128.9,2.606338427756457,79.86,28.75,4.74,2.33,0.52,324.41,53.84,0,6,-10.39,10,39,21.39
44.61,25.99,1.4,0.61,0.14,356.9,344.18,2.8563088068344418,42.93,23.68,4.96,2.55,0.52,47.68,58.94,6,0,-7.609999999999999,10,27,23.61
32.18,30.64,0.66,1.04,0.07,46.88,18.06,3.7113474641967983,32.08,26.93,4.59,4.18,0.46,10.1,319.27,5,0,-9.82,10,32,17.82
91.13,23.95,0.63,1.66,0.05,331.6,295.33,2.9548942451465154,90.96,21.0,3.21,2.45,0.33,317.32,50.6,10,11,-8.129999999999995,8,27,18.129999999999995
80.05,31.88,2.03,1.7,0.21,315.0,270.03,2.536710468303387,78.98,29.58,3.59,2.71,0.37,37.68,8.13,0,0,-7.049999999999997,10,37,24.049999999999997
68.88,29.93,0.66,1.43,0.06,9.72,304.05,3.953795644693837,65.03,29.03,2.04,1.11,0.2,64.48,112.29,11,11,-7.8799999999999955,15,49,10.879999999999995
33.17,23.37,0.17,0.67,0.02,302.19,129.21,2.14709105535839,31.05,23.71,2.11,1.36,0.22,74.44,119.55,0,0,-7.170000000000002,10,16,10.170000000000002
27.77,29.7,0.45,3.13,0.06,279.68,46.2,3.87939428261681,25.36,26.66,2.82,2.13,0.29,57.32,50.21,1,3,-6.77,5,11,17.77
12.69,27.08,0.82,1.36,0.09,72.61,302.11,3.5730239293909034,16.17,26.27,1.62,3.12,0.17,278.18,270.66,1,0,-6.3100000000000005,10,9,8.31
15.08,30.35,0.71,1.41,0.07,82.97,345.57,3.3994852551526082,18.15,28.89,2.47,1.82,0.25,276.16,270.61,4,0,-5.92,8,11,12.92
43.34,23.82,0.1,1.29,0.01,135.1,171.36,2.7342640691783964,43.83,21.13,2.94,2.3,0.3,289.89,309.9,5,11,-6.659999999999997,10,40,18.659999999999997
57.81,29.77,1.04,1.62,0.11,148.73,241.54,3.2420055521235582,60.4,31.72,2.89,1.65,0.32,241.74,250.34,1,1,-7.189999999999998,7,45,17.189999999999998
81.79,25.12,0.89,0.82,0.09,199.45,218.73,3.8622920656004327,77.97,25.69,4.24,2.14,0.44,96.94,98.8,10,3,-8.790000000000006,10,37,44.790000000000006
85.31,28.91,4.19,2.67,0.42,335.81,20.22,5.4029621505244725,83.47,33.99,5.97,3.5,0.59,157.93,145.68,3,11,-8.310000000000002,9,33,11.310000000000002
80.14,29.18,0.84,1.76,0.09,263.26,149.9,4.034414455655249,76.27,30.32,3.85,5.56,0.39,55.48,19.12,3,0,-6.140000000000001,6,36,18.14
48.59,30.08,0.4,2.29,0.05,175.98,247.87,3.9770969311798257,50.62,33.5,3.34,1.84,0.36,234.32,236.49,0,2,-7.409999999999997,19,46,12.409999999999997
109.4,29.38,0.67,1.6,0.07,226.76,154.87,3.2941918584077725,106.19,30.12,5.16,2.32,0.52,145.11,129.16,5,0,-6.400000000000006,10,7,8.400000000000006
111.73,24.25,0.9,1.56,0.09,353.05,36.25,2.8433958570695066,109.05,23.3,3.67,2.43,0.37,113.85,8.22,1,11,-7.730000000000004,11,6,21.730000000000004
102.08,29.34,0.68,2.36,0.08,250.56,97.8,3.783450805812069,98.36,28.65,1.11,3.04,0.12,32.95,88.84,0,0,-7.079999999999998,15,15,15.079999999999998
41.83,29.39,1.62,1.82,0.15,157.51,130.92,1.6800297616411455,40.48,30.39,4.98,4.23,0.52,181.97,205.67,9,11,-8.170000000000002,4,40,19.17
43.72,23.49,0.44,1.72,0.04,146.42,132.35,2.877012339215808,46.56,23.03,1.4,2.65,0.15,297.37,283.64,9,11,-8.280000000000001,19,42,18.28
89.53,26.0,0.39,2.16,0.05,300.74,165.48,2.1304694318389084,90.11,28.05,5.25,6.16,0.53,189.79,169.18,5,0,-7.530000000000001,4,28,14.530000000000001
66.2,26.5,0.97,1.84,0.11,338.55,77.17,2.1609257275528937,64.06,26.8,4.3,1.11,0.42,34.65,124.52,1,3,-7.200000000000003,18,49,21.200000000000003
82.07,29.77,0.47,1.15,0.05,265.65,323.28,1.3984276885130564,80.73,29.37,2.48,1.42,0.25,100.1,55.1,7,11,-7.069999999999993,10,35,21.069999999999993
70.91,32.07,2.02,1.38,0.2,79.62,13.56,4.167397269279713,74.97,33.01,1.56,1.04,0.16,181.46,276.9,8,8,-10.090000000000003,10,29,31.090000000000003
25.33,24.24,0.54,2.28,0.07,116.45,277.96,2.871114766079546,25.41,27.11,3.94,3.62,0.41,119.15,245.08,1,0,-7.670000000000002,4,23,29.67
52.64,23.62,1.75,1.89,0.16,313.68,240.89,1.655596569216066,53.85,22.49,2.47,4.67,0.25,287.84,347.84,8,6,-7.640000000000001,9,35,20.64
63.96,24.15,1.12,0.92,0.11,8.95,300.98,3.440479617727737,60.84,25.6,1.49,1.49,0.15,129.44,61.95,11,10,-8.96,19,45,13.96
27.47,29.79,1.68,2.83,0.15,112.89,292.45,0.9916148445843295,28.39,30.16,1.66,1.78,0.17,269.22,313.91,1,0,-7.530000000000001,10,25,12.530000000000001
45.64,29.39,1.39,0.61,0.13,144.11,109.48,2.642725865465428,47.32,27.35,2.68,1.15,0.27,282.33,334.89,9,11,-7.359999999999999,7,43,22.36
59.52,24.14,0.74,1.84,0.06,175.12,111.17,3.445954149433796,62.13,21.89,2.13,1.41,0.21,18.81,278.86,10,9,-8.479999999999997,10,42,50.48
95.43,29.57,0.91,1.55,0.09,134.05,164.81,3.506565271030897,96.95,26.41,2.69,2.47,0.28,296.76,314.43,9,11,-7.569999999999993,7,7,14.569999999999993
66.54,24.79,1.6,0.94,0.15,111.37,39.14,3.9014484489737873,69.56,22.32,1.91,2.75,0.2,275.36,307.91,8,7,-8.459999999999994,10,35,37.459999999999994
97.41,28.65,0.71,2.05,0.07,114.46,182.11,4.014623269996833,101.37,29.31,2.87,1.15,0.3,248.38,261.56,6,11,-6.590000000000003,6,6,10.590000000000003
44.89,27.24,3.49,2.54,0.35,57.09,358.39,6.579437665940757,51.08,25.01,1.91,1.9,0.18,249.2,208.39,0,0,-10.11,2,45,23.11
102.14,23.28,0.54,2.23,0.04,274.84,257.59,4.052776825831886,98.09,23.13,2.5,1.99,0.26,88.68,84.05,11,11,-8.14,14,16,22.14
86.35,23.37,0.34,1.26,0.04,246.89,158.72,4.571848641414104,85.22,18.94,3.79,2.46,0.39,81.94,64.32,2,0,-8.349999999999994,8,32,21.349999999999994
66.09,24.35,4.27,3.5,0.43,243.35,138.47,7.72078363898381,59.05,27.52,0.94,5.27,0.12,212.43,38.54,0,0,-9.090000000000003,3,47,17.090000000000003
31.25,27.65,4.56,1.5,0.45,359.12,1.81,3.8145117643022135,32.29,23.98,5.0,3.18,0.53,354.7,13.1,4,6,-9.25,11,12,16.25
25.91,24.6,1.29,1.5,0.13,96.12,15.78,2.1583790213954535,28.06,24.41,4.41,0.76,0.52,36.92,309.5,7,11,-7.09,15,23,13.09
30.77,29.82,0.52,1.37,0.04,123.23,87.72,2.6836542251191764,31.93,32.24,4.59,2.85,0.48,134.48,251.72,0,1,-8.23,9,29,21.23
42.21,27.95,5.26,3.49,0.53,156.67,184.81,9.418476522240738,49.42,34.01,0.64,4.0,0.06,120.62,188.93,3,0,-9.79,10,42,15.79
78.38,25.84,1.02,1.53,0.1,241.6,118.43,2.3753947040439307,76.01,25.68,6.06,3.39,0.63,45.02,59.26,0,3,-9.379999999999995,7,41,26.379999999999995
92.23,30.59,4.41,1.67,0.44,69.02,50.94,2.578565492672229,94.16,28.88,2.33,1.17,0.23,266.7,5.94,6,9,-4.769999999999996,8,13,11.769999999999996
104.7,29.46,2.64,0.97,0.26,164.47,263.24,2.6543737491167243,106.49,27.5,2.97,1.54,0.3,281.77,292.33,0,2,-3.299999999999997,2,2,5.299999999999997
95.94,29.95,0.27,1.29,0.03,308.59,29.94,3.513303288929094,92.61,28.83,2.45,3.1,0.25,92.86,97.9,3,0,-6.939999999999998,7,21,11.939999999999998
75.86,23.39,0.47,0.94,0.04,327.84,358.43,3.242221460665515,73.82,25.91,1.7,3.77,0.14,134.42,150.0,4,0,-8.86,4,43,10.86
11.06,30.91,0.94,1.41,0.09,60.78,356.2,3.2015621187164243,13.56,28.91,2.84,1.35,0.31,263.94,318.6,4,11,-8.94,12,10,19.939999999999998
22.7,29.82,0.91,0.85,0.09,143.45,97.14,2.950016949103855,22.69,32.77,2.22,1.79,0.23,210.7,207.5,10,9,-8.3,1,21,16.3
51.36,16.23,6.11,0.73,0.62,112.82,143.57,4.993766113866365,52.87,20.99,5.1,1.27,0.52,156.2,148.05,5,1,-2.6400000000000006,10,44,37.64
44.04,23.95,0.59,2.11,0.07,90.63,257.6,2.6555978611228017,45.35,21.64,4.53,2.59,0.47,287.32,294.42,1,4,-6.960000000000001,10,41,20.96
83.92,24.11,0.49,1.32,0.05,114.34,239.0,3.188181299738144,84.78,21.04,2.67,3.94,0.29,358.55,315.51,1,2,-7.079999999999998,6,19,12.079999999999998
104.45,24.54,0.75,0.23,0.07,283.28,236.86,3.337319283496867,101.16,23.98,1.74,0.95,0.18,349.28,119.6,9,11,-6.450000000000003,8,12,22.450000000000003
90.19,32.37,0.81,1.15,0.09,198.63,187.58,5.416733332923083,89.12,37.68,2.78,2.47,0.29,88.1,13.72,6,11,-8.189999999999998,10,28,31.189999999999998
68.41,23.17,0.87,1.31,0.09,265.76,237.56,2.4641631439496816,67.81,25.56,3.91,3.34,0.4,171.27,110.28,9,11,-9.409999999999997,10,49,23.409999999999997
34.63,23.35,0.46,0.43,0.05,260.18,228.39,2.4813101378102687,34.0,20.95,1.96,1.31,0.2,312.33,89.87,9,5,-8.630000000000003,6,16,24.630000000000003
14.79,23.96,0.67,2.82,0.08,71.24,239.64,3.4481879299133347,17.95,22.58,2.28,1.8,0.24,305.48,283.25,1,0,-7.210000000000001,23,12,16.21
17.22,20.67,1.84,1.51,0.18,76.83,255.39,1.3514806694881005,18.55,20.91,3.99,1.61,0.41,258.85,230.59,0,0,-13.780000000000001,14,21,55.78
26.69,29.7,0.45,2.05,0.05,296.92,69.29,2.8723509534874037,25.71,27.0,3.14,2.4,0.33,136.16,41.02,1,4,-6.690000000000001,10,10,13.690000000000001
5.81,26.89,5.24,2.36,0.53,155.98,190.1,4.368088826935643,10.12,27.6,4.85,3.34,0.5,185.67,215.48,1,0,-9.190000000000001,10,5,18.19
30.35,29.76,0.98,2.11,0.11,48.93,40.15,2.772814454665154,32.84,28.54,1.72,1.56,0.17,310.62,349.84,9,11,-6.649999999999999,10,27,10.649999999999999
34.99,29.83,0.44,0.81,0.05,150.94,223.62,3.4640005773671563,37.07,27.06,3.49,1.16,0.38,340.76,265.1,3,0,-8.009999999999998,4,33,16.009999999999998
39.36,25.06,1.24,1.53,0.13,75.0,51.24,3.146712570286646,36.99,27.13,0.5,3.16,0.07,156.76,0.3,8,10,-7.640000000000001,14,37,23.64
53.01,30.37,0.45,1.72,0.05,87.88,334.72,3.801710141502112,56.72,29.54,2.26,1.88,0.23,268.64,231.7,2,5,-9.990000000000002,10,47,20.990000000000002
69.71,24.65,1.19,0.86,0.13,78.75,283.53,1.116064514264301,70.61,25.31,5.32,3.02,0.55,192.31,266.78,0,3,-9.290000000000006,5,31,23.290000000000006
93.6,31.09,1.17,1.71,0.12,215.86,20.05,4.052307984346693,89.86,32.65,2.41,1.99,0.24,94.54,52.9,2,7,-8.599999999999994,10,25,21.599999999999994
78.32,24.26,3.75,1.58,0.37,283.6,305.36,1.1423221962301202,78.72,23.19,3.85,1.24,0.39,33.03,318.5,9,11,-6.319999999999993,10,38,13.319999999999993
56.81,30.13,0.58,0.81,0.06,258.75,79.21,2.535271188650242,55.55,32.33,2.34,2.81,0.24,159.08,120.76,0,0,-8.810000000000002,10,38,11.810000000000002
52.5,23.05,0.91,1.7,0.1,208.42,122.41,3.5776109346881197,49.82,20.68,3.46,1.78,0.35,25.08,28.66,0,0,-7.5,7,35,14.5
60.46,29.85,0.72,0.23,0.07,26.37,90.6,4.899765300501649,62.12,25.24,3.68,1.37,0.38,78.2,287.74,0,1,-9.54,10,40,32.54
94.92,24.35,0.44,0.79,0.05,119.05,237.09,2.7777148881769644,96.21,26.81,2.46,1.85,0.25,265.93,210.73,1,0,-7.079999999999998,8,8,15.079999999999998
40.19,23.98,0.6,0.59,0.06,100.42,167.17,2.3963305281200262,40.79,21.66,2.43,3.35,0.25,342.33,348.93,8,5,-6.810000000000002,10,37,21.810000000000002
30.58,27.71,4.43,2.01,0.45,57.33,9.57,10.8947693871876,39.06,20.87,2.73,3.16,0.28,1.64,9.24,4,0,-9.420000000000002,10,30,20.42
47.94,23.64,1.04,0.62,0.11,53.7,12.92,2.8731167745150934,50.46,22.26,2.99,2.51,0.3,294.88,270.33,5,3,-8.060000000000002,5,46,52.06
91.7,30.17,0.32,0.59,0.03,133.24,152.87,2.8624639735724178,92.34,32.96,1.74,3.84,0.18,195.72,221.44,8,5,-8.299999999999997,10,10,18.299999999999997
74.78,29.38,0.53,0.43,0.06,307.09,38.5,1.9901004999748078,72.79,29.36,4.34,1.46,0.43,91.47,131.77,0,0,-8.780000000000001,15,44,42.78
28.0,29.87,0.7,1.65,0.08,137.13,250.81,3.7787431773011524,31.67,30.77,2.97,1.25,0.32,257.73,233.37,1,0,-7.0,10,25,21.0
43.11,24.04,0.39,0.54,0.04,50.95,19.36,3.0897410894765933,44.12,26.96,1.04,2.4,0.1,231.6,238.68,8,11,-7.890000000000001,8,41,14.89
44.54,29.17,4.25,0.92,0.42,164.02,230.63,1.4940214188558367,45.99,29.53,4.97,3.72,0.51,224.53,234.99,0,0,-13.46,1,48,16.46
109.1,30.27,0.84,0.87,0.09,218.03,247.34,2.1830483274540637,108.54,28.16,4.36,2.21,0.44,49.54,43.14,11,11,-9.099999999999994,10,10,19.099999999999994
51.34,23.02,2.07,0.38,0.21,271.71,245.93,2.300195643852932,51.31,25.32,1.96,2.41,0.2,103.96,184.26,8,7,-6.340000000000003,3,35,19.340000000000003
41.43,23.47,1.03,0.75,0.1,308.51,284.59,1.0850345616615171,41.61,24.54,2.65,3.13,0.27,153.17,182.72,10,10,-6.43,13,25,31.43
24.45,19.63,3.13,3.1,0.33,132.73,191.44,3.023441747413037,26.09,17.09,5.38,2.56,0.55,311.43,269.17,2,0,-10.55,10,25,16.55
56.66,24.03,0.31,1.14,0.03,106.28,178.71,2.1027838690650085,58.07,25.59,2.03,2.15,0.21,240.16,212.4,5,0,-7.340000000000003,10,46,21.340000000000003
84.53,32.04,3.83,3.23,0.39,78.03,74.54,1.3480726983364046,83.2,31.82,3.27,3.32,0.33,48.78,33.42,10,6,-5.469999999999999,10,20,13.469999999999999
82.94,30.08,0.48,0.57,0.05,145.03,77.86,2.8644720281406184,85.2,31.84,0.09,1.45,0.0,338.07,356.08,10,4,-7.060000000000002,20,20,13.060000000000002
