receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenderx,defendery,defenders,defendera,defenderdis,defendero,defenderdir,defenders_in_path,friends_in_path,pass_length,yards_to_go,yardline_num,yards_gained
81.41,40.35,7.01,2.76,0.71,22.95,346.35,1.4168274418573341,80.98,39.0,7.99,1.48,0.79,4.7,355.17,1,0,5.0,10,23,5
62.53,31.71,5.36,0.98,0.54,320.07,249.62,4.874689733716397,66.98,29.72,5.51,1.49,0.55,282.44,269.43,3,2,14.0,10,33,9
15.03,33.8,5.67,1.18,0.57,62.88,54.75,5.050485125213219,10.46,31.65,4.02,2.19,0.41,64.51,57.71,5,0,2.0,11,1,8
68.15,15.44,2.36,0.46,0.26,312.39,135.57,0.7975587752636119,68.55,16.13,3.3,2.78,0.34,184.94,195.59,3,3,3.0,7,46,3
74.64,39.75,6.51,2.63,0.65,267.31,319.56,8.196249142138127,68.2,34.68,7.07,1.3,0.7,29.41,10.72,3,4,-4.0,10,39,20
45.23,3.48,6.5,3.01,0.65,95.78,185.88,1.6862977198585056,44.29,4.88,8.39,0.37,0.84,141.65,177.96,0,0,3.0,4,39,2
19.96,34.31,9.19,0.72,0.92,318.47,313.0,1.2448694710691544,21.2,34.42,9.13,0.66,0.91,296.78,308.71,1,0,22.0,10,34,9
33.45,11.84,5.48,4.82,0.57,163.86,168.5,3.5285266046892705,36.92,12.48,7.27,0.69,0.73,247.42,193.54,0,0,-2.0,10,25,6
85.01,41.57,5.65,1.8,0.56,294.67,348.2,2.7864852413031054,83.19,39.46,6.55,0.89,0.65,10.98,359.09,1,0,4.0,10,21,8
71.38,33.84,6.7,2.27,0.68,37.25,345.93,1.0733592129385205,70.99,32.84,8.3,2.78,0.84,353.58,1.2,4,11,6.0,10,33,1
30.93,41.27,6.83,1.09,0.68,340.56,6.23,6.0361908518535135,27.27,36.47,4.03,4.17,0.41,334.67,338.82,0,0,-1.0,10,22,13
61.58,21.94,6.0,1.1,0.6,335.72,32.16,2.6918580943281554,61.68,19.25,6.01,3.22,0.6,24.16,38.47,5,7,13.0,5,39,7
73.25,27.18,1.5,2.97,0.16,307.3,130.08,3.9157630163226123,76.99,28.34,3.27,4.12,0.31,256.52,241.04,7,2,5.0,10,41,0
79.79,2.5,3.08,5.07,0.32,6.16,155.3,5.315947704784164,78.36,7.62,5.12,3.04,0.5,175.63,171.4,1,0,6.0,5,36,16
97.59,7.01,4.63,2.94,0.48,321.54,166.89,3.1884949427590388,100.3,8.69,8.11,3.3,0.81,216.02,200.99,2,1,1.0,10,14,1
99.66,14.13,8.75,0.56,0.88,240.66,183.62,2.7011849251763578,102.08,15.33,7.52,0.94,0.75,211.36,185.75,1,0,2.0,8,12,5
109.0,3.42,5.72,3.12,0.58,210.94,155.4,5.086934243726768,111.87,7.62,6.3,1.41,0.63,179.21,178.34,0,0,3.0,1,5,2
27.62,35.78,8.15,1.24,0.83,296.63,358.24,2.2720035211240317,28.98,33.96,8.01,0.3,0.8,331.82,355.32,2,10,3.0,10,15,0
55.06,21.44,5.09,2.02,0.5,43.52,289.01,3.49413794804956,54.89,24.93,5.98,2.02,0.58,163.66,203.82,4,0,3.0,4,48,3
26.76,20.72,3.06,3.14,0.31,6.46,186.83,5.357854048030799,27.05,26.07,0.84,3.91,0.07,225.03,168.43,2,0,-5.0,4,21,11
36.63,15.71,7.44,2.33,0.75,198.78,168.58,3.4760034522422436,34.64,18.56,5.54,1.39,0.55,183.08,157.15,2,0,7.0,10,20,16
55.95,12.82,7.57,0.83,0.76,268.08,165.25,7.238591023120449,59.01,19.38,4.69,2.03,0.46,199.25,179.84,1,0,0.0,7,46,22
81.06,6.1,6.49,2.11,0.65,184.11,161.92,1.5800316452527148,81.05,7.68,6.5,3.92,0.64,164.09,173.32,1,0,3.0,10,32,9
94.91,15.23,2.97,1.94,0.29,57.34,146.69,5.629014123272388,98.94,19.16,4.85,2.6,0.47,200.45,199.47,2,2,-2.0,3,13,6
99.72,36.42,5.26,1.1,0.53,307.32,11.84,1.9830532015051974,100.38,34.55,4.48,1.96,0.45,353.68,8.6,2,0,-3.0,7,7,3
98.58,47.96,4.79,3.93,0.5,126.26,36.08,6.614718436940462,104.26,44.57,6.63,1.11,0.67,312.85,339.93,2,0,-4.0,7,7,10
17.32,15.26,4.64,2.7,0.47,10.66,347.96,2.0582759776084454,15.9,13.77,4.56,2.96,0.45,353.27,7.03,10,11,7.0,10,13,0
36.39,6.2,6.24,1.61,0.63,212.68,163.95,2.6821073804007147,38.55,7.79,7.61,1.3,0.77,209.17,191.28,0,0,1.0,10,25,2
50.72,2.76,5.07,4.11,0.52,167.42,198.54,3.0109965127844305,51.37,5.7,6.84,4.75,0.69,194.43,187.05,0,0,5.0,10,47,6
29.2,37.99,6.62,3.1,0.68,47.83,357.49,9.916420725241544,38.15,33.72,4.41,4.17,0.42,297.56,291.08,0,0,17.0,10,36,19
81.64,13.73,1.79,4.17,0.18,300.99,319.29,3.6063555010564396,79.07,16.26,4.51,1.82,0.44,121.71,151.39,10,11,-2.0,10,30,3
29.09,12.05,4.98,1.53,0.5,201.1,184.01,1.0026464980241045,29.72,11.27,2.34,3.83,0.24,266.62,262.59,1,0,1.0,10,18,1
38.42,3.78,6.35,1.32,0.64,132.65,185.52,2.820868660537034,38.35,6.6,6.28,1.6,0.63,169.19,190.02,0,0,4.0,10,33,1
51.28,41.66,6.66,1.27,0.67,273.95,336.34,2.043526363911167,49.24,41.54,7.77,1.9,0.77,39.02,61.25,2,0,-3.0,15,38,3
73.29,42.45,5.36,3.78,0.52,353.54,15.38,2.8594405047141693,73.87,39.65,5.42,2.72,0.53,0.29,4.47,2,5,4.0,10,42,5
86.67,32.7,3.75,4.4,0.4,105.93,346.94,2.7576801845029046,84.15,33.82,5.21,3.14,0.51,86.28,64.21,2,0,-1.0,10,25,1
65.69,30.96,4.31,1.68,0.43,36.66,349.51,1.994617757867407,63.9,30.08,7.18,2.58,0.73,29.06,27.31,3,11,3.0,6,41,1
22.51,12.15,7.28,2.6,0.73,94.41,141.56,8.38084124655753,30.02,8.43,2.71,2.84,0.28,273.76,245.56,2,0,-5.0,10,17,14
70.1,47.44,4.85,0.91,0.49,73.17,317.43,7.0644603474009156,63.31,45.49,5.8,1.08,0.58,53.6,34.76,1,1,18.0,19,22,5
61.45,48.2,7.17,1.35,0.71,19.72,6.87,1.1442464769445462,60.32,48.02,7.64,1.68,0.77,44.99,35.49,0,0,3.0,10,45,0
42.64,20.99,7.66,2.25,0.76,7.11,35.28,1.3612494260788508,43.13,19.72,8.42,1.52,0.84,358.01,22.41,4,1,16.0,10,16,6
70.57,11.8,6.52,1.51,0.64,124.77,141.13,0.970051545022215,69.98,12.57,8.16,2.68,0.83,135.21,139.49,1,1,21.0,7,41,0
82.32,3.47,5.19,3.34,0.52,203.66,192.38,1.6838646026328867,83.55,4.62,6.85,4.08,0.68,200.26,206.18,0,0,6.0,6,34,1
90.52,42.78,6.99,3.2,0.7,258.03,327.39,11.436511705935509,79.39,40.15,6.14,1.53,0.61,51.72,29.64,4,3,-6.0,10,25,11
73.62,32.2,5.34,3.33,0.54,149.78,209.61,0.9693296652842092,73.26,33.1,5.84,0.94,0.59,179.47,189.91,5,11,7.0,5,30,1
72.94,43.9,5.02,1.18,0.5,14.43,357.24,6.3248162028631265,67.06,46.23,4.79,3.24,0.47,82.65,54.18,1,0,0.0,10,38,8
63.6,10.31,4.33,2.26,0.42,300.66,212.21,6.43791891840834,57.18,10.79,4.62,1.6,0.46,103.71,143.36,1,0,0.0,2,46,5
56.3,20.6,2.47,2.84,0.25,352.85,283.2,4.54191589530233,52.31,18.43,4.6,2.71,0.46,46.49,41.42,7,5,3.0,10,49,2
30.42,3.71,5.79,1.55,0.59,187.34,178.17,6.792503220462984,24.17,6.37,5.98,2.69,0.59,144.93,163.42,0,0,7.0,10,27,2
98.02,25.58,2.29,4.63,0.21,2.34,270.09,6.684885937695573,102.88,30.17,4.51,1.34,0.45,236.24,245.35,1,0,4.0,10,8,8
77.07,27.7,5.41,2.21,0.55,90.24,206.18,4.512781847153702,73.41,30.34,6.24,1.0,0.63,144.91,162.67,4,3,13.0,10,20,2
69.35,24.32,3.62,1.45,0.36,334.63,282.9,4.150180718956703,68.59,28.4,4.12,1.86,0.41,177.54,188.89,6,2,5.0,10,35,8
52.4,45.11,5.08,3.24,0.5,273.18,291.75,4.978965756058177,49.89,40.81,5.5,4.13,0.55,7.14,360.0,6,0,7.0,10,48,18
91.71,16.36,2.51,2.09,0.25,92.65,182.11,0.6403124237432858,91.73,17.0,3.09,0.55,0.31,124.62,140.6,1,0,3.0,10,14,4
44.24,17.2,3.79,3.93,0.38,328.52,328.26,3.8626027494424013,41.7,14.29,5.89,2.38,0.58,359.45,21.04,9,10,4.0,8,40,5
28.56,38.67,3.02,2.73,0.3,139.3,94.01,2.9347061181658374,31.47,39.05,1.29,2.42,0.15,69.55,334.63,3,3,-2.0,15,20,26
74.94,20.21,0.36,3.75,0.05,324.96,300.85,3.352685490767068,78.0,18.84,1.62,4.53,0.17,90.0,328.12,9,10,19.0,8,46,1
59.28,50.49,4.5,3.61,0.47,299.87,350.59,1.0568822072492314,60.27,50.12,6.7,3.41,0.68,284.23,333.9,0,0,19.0,10,31,0
57.45,16.14,2.11,2.56,0.2,67.64,138.86,5.563452165697121,62.21,13.26,4.1,2.16,0.41,90.0,218.8,2,0,-2.0,10,50,10
95.61,41.42,3.15,3.32,0.33,57.4,359.47,0.8720665112249155,96.27,40.85,5.86,2.12,0.58,344.22,32.13,2,11,3.0,9,11,2
44.7,12.49,2.33,2.35,0.23,108.93,171.36,1.9314502323383862,42.78,12.7,2.13,1.78,0.23,339.88,128.52,1,0,9.0,7,44,4
43.65,8.82,5.8,1.24,0.58,300.15,227.87,9.09791184833091,34.67,7.36,3.7,5.56,0.36,93.35,147.84,4,2,-3.0,11,32,12
21.85,33.36,7.27,2.66,0.73,68.39,355.94,2.8355070093371317,19.84,31.36,6.5,1.56,0.65,0.29,358.32,3,0,1.0,11,14,5
35.74,40.53,3.32,5.27,0.34,218.19,193.01,0.7227724399837019,36.44,40.35,5.22,2.59,0.52,285.71,231.69,10,11,5.0,15,21,0
94.6,26.15,2.1,2.95,0.24,91.77,41.67,0.8600581375697802,93.74,26.16,4.23,2.58,0.43,111.46,58.06,5,8,1.0,5,15,0
88.52,27.98,2.97,4.81,0.32,183.63,231.15,1.9656296701057383,87.98,26.09,3.37,1.05,0.33,18.56,1.56,5,4,6.0,4,16,1
40.81,48.65,8.75,3.01,0.89,241.97,285.15,0.6627216610312319,40.87,47.99,9.81,5.95,1.04,90.0,285.62,0,0,47.0,10,23,1
44.19,14.14,3.62,2.7,0.36,44.36,31.07,3.702391119263335,46.93,11.65,2.12,5.04,0.22,90.0,333.79,10,11,-3.0,8,37,3
79.19,46.28,4.68,1.0,0.47,237.45,309.95,8.371529131526692,70.82,46.12,4.15,3.67,0.4,77.6,48.48,3,3,-3.0,10,33,7
71.71,29.64,4.21,1.78,0.43,354.93,37.3,3.4185523251809475,74.23,27.33,5.28,1.74,0.52,322.08,344.51,5,2,3.0,10,42,4
83.65,15.28,3.9,1.77,0.4,309.32,36.43,0.5793962374748359,83.86,14.74,4.95,2.74,0.51,90.0,26.59,6,11,9.0,3,35,1
97.35,18.33,6.4,3.07,0.63,25.46,42.24,1.5820240200452067,97.43,16.75,7.83,3.67,0.78,90.0,22.56,4,4,9.0,7,22,8
73.05,38.18,1.52,1.26,0.15,97.18,233.67,1.9051509126575759,73.19,36.28,5.81,2.24,0.59,324.93,348.55,6,4,13.0,11,24,1
66.76,24.62,4.98,3.68,0.5,325.64,323.67,2.1867327225795137,66.49,22.45,6.41,2.47,0.64,358.8,340.54,4,4,4.0,10,38,9
67.37,42.92,6.15,1.33,0.62,305.63,346.41,3.250846043724616,70.45,41.88,8.14,2.76,0.81,305.95,333.84,1,0,12.0,16,45,1
64.61,47.37,7.14,3.09,0.72,146.13,345.8,7.247875550807976,61.87,40.66,0.85,0.5,0.07,94.6,6.04,0,0,3.0,9,42,3
79.25,47.22,6.19,2.13,0.63,110.29,344.26,6.799249958635138,76.62,40.95,2.16,4.12,0.15,85.66,358.33,0,0,3.0,10,27,4
37.07,50.36,5.21,3.43,0.53,2.22,15.86,5.138063837672707,35.93,45.35,8.05,1.43,0.81,351.37,31.97,0,0,13.0,10,14,9
48.6,22.28,0.75,5.32,0.07,306.19,56.37,3.7772476752259667,52.3,21.52,3.9,2.91,0.39,284.71,246.54,7,5,3.0,10,36,10
55.6,40.96,3.11,4.34,0.33,356.72,1.39,1.892353032602534,57.27,41.85,6.13,2.82,0.62,234.59,287.4,2,0,-3.0,10,49,0
62.15,50.13,3.79,1.81,0.37,289.83,323.26,0.686221538571911,62.8,49.91,5.64,2.43,0.57,287.58,303.56,0,0,7.0,13,46,0
72.65,36.56,0.93,1.7,0.08,233.4,283.27,0.841724420460757,73.23,37.17,2.68,2.85,0.24,230.59,256.14,5,7,5.0,1,42,0
75.36,13.11,1.61,2.31,0.16,4.57,159.47,2.9139835277502897,77.84,14.64,6.02,2.95,0.61,241.97,226.48,1,0,2.0,10,37,3
33.41,36.41,5.16,2.81,0.51,198.88,170.12,4.212457714921305,37.39,35.03,3.52,4.43,0.34,317.84,266.84,9,4,4.0,10,19,3
52.23,27.95,3.72,2.49,0.39,283.04,24.45,1.7067220043111926,53.71,28.8,3.55,1.67,0.35,250.27,297.21,3,0,16.0,3,26,1
50.51,30.61,2.5,1.2,0.26,287.51,13.01,0.25553864678361127,50.73,30.74,4.72,3.74,0.48,217.06,269.42,3,0,13.0,25,28,0
56.24,32.31,3.42,1.83,0.33,198.36,101.51,3.6501643798601657,59.3,34.3,3.68,1.87,0.37,233.38,220.04,7,5,4.0,12,41,6
60.36,32.54,4.76,1.33,0.48,113.76,108.07,3.6444615514503673,58.22,35.49,5.96,3.24,0.59,119.78,123.4,2,4,13.0,3,37,4
68.36,7.53,3.26,1.75,0.32,236.13,217.15,0.5470831746635963,68.83,7.25,3.72,2.5,0.37,350.67,222.63,0,0,9.0,15,49,0
86.58,40.56,4.89,1.98,0.47,107.16,59.1,11.322985472038718,77.68,33.56,6.84,2.21,0.68,62.45,60.08,1,0,14.0,2,38,24
98.33,36.24,7.54,1.03,0.75,1.04,337.73,5.162954580470382,102.18,32.8,7.15,3.4,0.73,325.9,339.45,2,0,0.0,10,11,25
43.93,50.0,6.58,1.99,0.66,188.17,291.11,3.2882366094914737,46.83,48.45,7.73,1.71,0.78,287.74,304.52,3,1,20.0,1,45,7
23.36,19.55,5.35,3.63,0.55,130.97,204.53,4.558343997549987,19.0,18.22,4.99,3.67,0.5,86.8,119.46,3,7,4.0,10,18,2
58.44,29.71,6.19,1.08,0.61,139.63,114.21,3.476909547284774,57.44,26.38,5.93,3.76,0.58,43.8,60.08,5,3,5.0,10,42,8
93.29,6.67,3.46,4.58,0.33,52.36,58.05,4.363267124529502,97.64,7.01,4.18,6.05,0.42,287.53,256.34,11,6,-5.0,6,12,9
103.47,16.22,3.39,4.85,0.37,220.06,155.41,1.5016324450410627,104.97,16.15,4.43,4.05,0.45,261.96,216.36,5,0,1.0,2,8,0
89.11,45.89,5.76,2.33,0.57,348.12,337.02,3.5868788660895685,85.92,44.25,7.26,2.99,0.72,8.32,5.22,0,0,0.0,10,20,12
75.95,23.5,5.07,2.7,0.51,309.06,218.25,2.204767561444967,76.94,21.53,3.39,4.92,0.33,321.91,263.78,4,3,1.0,10,32,6
83.53,33.66,5.35,2.54,0.54,167.27,213.54,1.2342204017111416,82.5,34.34,5.87,1.08,0.59,167.54,162.17,5,0,6.0,9,20,2
84.22,46.73,4.62,3.15,0.47,243.91,356.12,6.924485540457137,77.39,45.59,7.08,3.14,0.7,57.08,39.44,0,0,-3.0,1,28,6
83.7,47.77,3.92,2.95,0.4,221.85,329.89,6.1734350243604235,77.62,48.84,4.26,2.24,0.42,84.94,73.63,2,9,-5.0,10,31,5
42.06,11.17,3.57,4.64,0.34,147.88,159.73,1.551579840034026,40.51,11.24,4.92,4.54,0.49,87.49,100.5,0,0,-3.0,18,29,-5
40.64,29.63,0.5,2.46,0.05,111.89,152.89,3.191692341062967,37.89,31.25,4.99,4.2,0.48,118.44,125.74,7,7,6.0,26,37,0
31.81,18.56,5.0,0.63,0.5,219.24,148.23,5.883553348105209,27.6,22.67,1.85,4.19,0.18,79.04,66.13,3,0,-2.0,11,24,11
86.98,42.86,2.67,3.22,0.27,230.48,333.41,6.0300082918682705,81.41,40.55,6.31,1.89,0.64,71.35,34.56,2,0,-2.0,10,25,5
56.87,1.18,5.43,1.19,0.55,158.88,193.08,10.882577819616085,49.58,9.26,7.04,1.12,0.71,162.53,170.97,0,0,16.0,10,37,0
49.31,43.28,7.37,2.34,0.75,3.67,340.28,6.002566117919901,47.49,37.56,8.49,1.11,0.85,355.98,342.02,2,0,7.0,10,47,11
40.14,14.21,3.16,1.03,0.32,266.46,196.93,4.389191269470946,35.77,13.8,5.29,2.21,0.54,73.71,120.97,1,0,-2.0,10,29,6
13.39,36.85,7.94,0.89,0.8,259.83,285.08,2.7590215657004182,15.28,34.84,7.27,1.21,0.73,313.57,287.32,1,0,22.0,6,25,3
39.58,19.2,4.84,0.78,0.48,193.14,172.45,6.607344398470543,46.09,20.33,6.62,1.08,0.66,235.55,207.17,2,0,-1.0,10,31,14
73.03,9.33,3.14,2.35,0.31,331.08,157.66,8.417844142059174,66.79,3.68,5.45,2.85,0.53,52.0,79.06,3,0,17.0,8,46,13
75.07,33.71,5.24,0.36,0.52,323.21,9.26,6.358529704263403,77.72,27.93,4.4,0.94,0.48,16.09,30.82,3,11,-3.0,18,32,13
55.53,51.41,4.58,3.84,0.47,324.85,1.16,4.19705849375488,52.85,48.18,6.65,1.79,0.67,24.73,18.82,0,0,18.0,4,26,0
60.44,5.4,5.77,3.2,0.58,233.82,175.88,3.006476342830593,63.39,5.98,7.27,1.14,0.72,219.51,211.85,0,0,7.0,10,44,0
68.78,47.64,3.8,1.26,0.39,117.48,33.54,3.9813188769552252,72.48,46.17,4.24,3.31,0.44,306.9,335.83,2,3,-5.0,10,36,6
100.53,49.53,2.46,4.77,0.27,217.53,350.74,8.24340342334402,106.57,43.92,7.23,4.1,0.73,316.32,350.5,0,0,-1.0,9,9,4
103.75,33.85,5.2,1.85,0.53,144.26,128.36,5.568383966645984,108.62,31.15,2.74,1.58,0.27,312.82,291.15,5,0,3.0,9,9,5
63.21,16.48,3.0,0.59,0.3,32.76,46.33,0.6456004956627598,63.39,15.86,3.65,1.14,0.36,16.12,41.21,8,10,15.0,10,31,0
65.62,41.52,1.56,3.89,0.17,243.51,333.53,2.7043113726048666,63.0,42.19,4.54,3.87,0.46,105.19,69.9,1,0,-1.0,10,46,2
87.42,53.17,3.47,2.44,0.23,60.3,42.32,1.4591093173576883,85.99,52.88,5.91,2.34,0.61,67.28,49.96,0,1,2.0,10,20,0
79.33,49.64,7.18,1.14,0.72,32.15,5.07,1.1761802582937682,78.8,48.59,7.23,2.61,0.73,14.42,16.68,0,0,8.0,8,22,1
87.57,41.99,6.51,1.41,0.66,3.27,352.94,1.926291774368563,85.66,41.74,6.89,0.97,0.68,29.22,27.32,1,0,2.0,10,20,2
66.51,16.59,0.51,4.35,0.07,51.0,200.97,3.981017457886866,67.08,20.53,6.2,2.51,0.62,205.45,202.71,2,2,17.0,4,26,0
71.26,34.43,5.19,2.1,0.52,11.22,359.56,3.5863212349146933,69.07,31.59,3.49,0.57,0.35,13.45,13.75,2,0,-4.0,10,43,5
60.04,20.93,3.85,3.01,0.39,10.83,343.94,4.056266756513926,56.91,18.35,4.02,3.18,0.39,25.2,4.57,8,8,6.0,9,44,12
39.01,45.03,7.3,2.08,0.74,340.57,341.09,8.429810199524068,34.45,37.94,7.96,0.44,0.8,353.65,353.66,0,0,0.0,2,30,14
22.32,46.83,6.07,1.02,0.61,75.68,349.15,1.5981239000778367,21.18,45.71,7.33,0.14,0.73,6.85,359.53,0,0,3.0,10,16,4
21.56,42.59,4.85,1.93,0.48,233.66,327.28,9.976141538691198,11.59,42.24,2.53,3.24,0.25,61.59,347.32,2,0,-3.0,3,9,9
40.55,17.01,1.62,4.17,0.18,139.22,148.87,2.3036709834522853,42.85,16.88,4.51,5.37,0.46,269.92,237.45,5,3,0.0,10,30,2
37.34,15.29,2.7,2.49,0.27,44.38,194.9,3.8801159776480865,41.22,15.26,3.94,0.84,0.39,273.3,222.77,0,4,-4.0,8,32,6
80.24,39.11,0.32,3.83,0.04,168.11,354.59,2.089042843026435,78.2,38.66,4.64,3.14,0.47,45.29,68.13,1,0,3.0,5,27,2
72.33,41.04,2.5,1.77,0.24,33.31,336.17,2.332380757938118,70.17,41.92,3.83,1.2,0.38,99.88,90.77,2,0,4.0,10,32,2
68.01,38.45,5.95,1.2,0.6,24.3,348.39,4.749578928705163,65.85,34.22,7.74,0.89,0.77,28.3,3.05,1,0,2.0,2,40,7
64.24,35.96,4.62,2.5,0.47,2.78,10.5,1.636154026979122,62.73,36.59,6.44,0.18,0.64,98.15,59.25,2,0,-3.0,10,49,-1
70.57,11.96,3.91,2.22,0.39,313.03,192.49,9.983927083067053,60.59,12.24,6.3,2.68,0.63,103.59,136.76,1,0,-6.0,14,45,15
74.43,16.54,2.85,2.49,0.29,308.27,183.0,3.608337567357028,71.28,14.78,5.67,0.8,0.57,35.78,155.03,1,0,-5.0,10,40,15
61.09,2.92,6.32,3.78,0.64,205.86,208.32,3.270244639166927,59.16,5.56,5.72,0.38,0.57,159.03,210.22,1,0,-2.0,10,50,4
52.34,50.27,4.29,2.28,0.44,57.41,359.18,1.317345816405089,53.61,49.92,4.26,4.08,0.44,291.14,42.41,0,0,6.0,8,48,0
39.18,33.68,1.58,3.97,0.17,76.82,25.67,0.42801869118065544,38.92,34.02,3.56,1.37,0.36,314.22,18.47,3,0,9.0,10,20,0
52.51,38.54,0.71,1.71,0.08,214.02,357.38,1.085034561661519,53.53,38.91,3.02,2.62,0.31,227.74,261.52,2,11,15.0,1,29,0
68.76,15.17,3.16,3.41,0.31,9.77,63.73,2.870139369438356,70.65,13.01,1.68,3.44,0.16,313.16,302.41,7,3,6.0,2,48,6
85.09,44.17,6.74,3.73,0.68,358.76,358.54,2.0168291945526775,87.09,43.91,6.96,1.36,0.69,282.93,339.33,0,0,-4.0,10,21,1
87.68,9.61,1.07,4.82,0.12,45.51,131.2,2.3831491770344453,90.05,9.86,6.79,4.2,0.68,244.47,242.49,3,3,1.0,13,24,10
58.08,17.65,2.03,1.71,0.2,356.08,73.88,3.206618156251222,57.26,14.55,2.94,2.5,0.28,9.16,48.77,6,0,6.0,10,42,2
60.74,4.77,1.84,1.8,0.18,226.13,248.34,0.32202484376209267,60.88,5.06,2.36,2.43,0.23,207.6,249.95,2,8,6.0,6,46,-1
106.99,47.79,4.97,2.45,0.51,314.14,75.67,0.46647615158761774,106.59,48.03,4.29,2.79,0.44,135.34,74.8,0,1,37.0,3,40,2
61.61,41.57,9.01,1.38,0.91,356.89,24.48,2.4548930730278244,59.93,39.78,9.3,1.08,0.94,20.92,26.96,1,0,26.0,10,25,4
80.55,7.67,6.37,1.76,0.64,213.96,174.16,4.010000000000009,84.54,8.07,7.94,2.37,0.79,242.83,212.13,0,0,-1.0,5,29,2
94.39,32.36,3.26,2.24,0.32,98.23,69.92,5.088064465000419,91.67,28.06,4.14,2.15,0.41,9.76,58.94,3,3,12.0,4,28,7
108.9,7.89,5.12,2.41,0.52,210.04,150.22,2.6967573120323616,106.48,9.08,6.47,2.89,0.65,143.58,137.12,5,2,7.0,9,9,2
68.45,49.59,1.25,1.73,0.13,62.52,6.8,0.5573149917237157,68.54,49.04,1.83,0.95,0.19,0.8,35.03,0,1,8.0,10,33,0
24.93,23.06,3.71,6.19,0.4,248.74,168.72,1.057591603597534,25.96,23.3,7.52,3.95,0.77,254.49,197.55,4,0,3.0,6,12,5
32.4,35.9,2.63,3.81,0.27,234.61,302.31,1.211981848048892,33.6,36.07,5.96,1.58,0.59,318.24,339.39,1,8,4.0,10,20,4
79.85,51.14,4.16,3.93,0.42,336.31,333.87,5.028637986572497,75.51,48.6,5.24,1.82,0.52,56.44,22.26,0,0,6.0,10,23,4
68.65,45.51,5.73,1.58,0.58,1.78,338.21,4.9998899987899845,64.32,48.01,2.43,3.8,0.23,118.13,48.49,2,4,7.0,9,34,3
17.54,15.98,2.57,3.13,0.24,195.87,150.16,5.69442710024459,21.25,20.3,5.65,1.01,0.57,197.99,178.03,3,0,0.0,16,7,4
26.85,4.15,3.42,0.79,0.34,181.12,196.26,1.006031808642249,27.65,4.76,5.65,1.1,0.56,205.55,228.14,0,0,6.0,12,11,0
41.54,7.56,4.65,2.24,0.47,180.53,156.71,0.6612866246946166,41.31,8.18,5.51,1.78,0.55,166.27,173.64,2,4,3.0,8,27,4
47.03,44.15,3.96,0.3,0.4,254.43,22.05,1.00004999875006,47.79,43.5,7.23,3.19,0.73,327.49,309.17,2,0,-2.0,10,41,20
79.44,40.06,2.86,2.6,0.28,250.62,343.75,1.9811612756158967,81.39,40.41,3.99,2.68,0.39,278.24,283.66,1,0,10.0,10,41,4
77.33,35.82,4.85,2.16,0.49,155.53,209.46,0.560357029044871,76.87,36.14,5.09,2.45,0.52,202.66,165.29,5,11,8.0,10,25,3
71.31,42.89,6.08,1.55,0.6,24.48,1.52,2.3792856070678,69.12,41.96,6.74,2.22,0.66,45.63,15.25,1,0,2.0,10,36,0
66.79,34.07,6.09,0.71,0.61,169.77,226.66,2.2945587811167454,68.32,35.78,4.8,1.81,0.47,197.74,211.76,5,11,5.0,8,38,16
11.05,16.96,7.62,2.23,0.77,300.13,290.7,1.3851353724455955,12.4,17.27,7.35,5.14,0.76,95.82,296.61,1,2,36.0,10,41,5
40.47,22.13,4.03,1.46,0.4,215.88,115.1,1.2278843593759146,41.41,22.92,3.54,2.25,0.36,203.23,203.93,5,3,3.0,8,27,3
74.49,50.1,6.68,1.94,0.68,6.76,353.66,4.174685616905771,70.51,48.84,6.94,1.32,0.69,32.88,26.57,0,0,6.0,10,29,1
46.45,8.16,4.24,3.62,0.44,113.79,175.39,1.5518376203714093,47.14,9.55,3.44,5.74,0.37,88.42,130.97,0,0,0.0,10,36,0
35.8,37.19,1.25,2.22,0.12,134.68,42.39,1.4508618128546922,34.61,38.02,2.75,2.49,0.28,120.96,112.03,2,11,11.0,10,36,0
31.95,-0.03,4.57,2.16,0.47,111.02,157.48,2.2333159203301247,30.26,1.43,7.57,3.59,0.77,123.55,143.3,0,8,8.0,15,30,1
19.79,43.06,2.63,5.24,0.28,5.81,315.81,5.914811915860048,23.26,38.27,7.75,2.5,0.78,334.87,330.13,1,4,11.0,6,21,7
13.66,29.45,3.3,1.5,0.34,36.66,0.75,0.8768124086713204,13.04,28.83,1.49,0.55,0.15,68.91,37.38,5,0,-4.0,1,1,4
76.25,39.18,6.68,1.55,0.68,344.88,344.6,3.156532908112945,78.74,37.24,5.48,2.35,0.57,345.55,346.4,4,0,-6.0,10,40,8
72.1,44.78,5.21,2.08,0.53,209.24,318.31,7.795158753995963,64.53,42.92,5.46,2.6,0.55,76.64,42.15,3,10,-6.0,8,42,13
60.0,5.79,1.5,4.1,0.13,284.17,222.65,8.356105552229462,52.94,10.26,5.39,0.56,0.54,118.81,140.08,4,0,-3.0,10,47,6
58.86,42.71,6.77,1.64,0.67,267.48,332.64,7.421920236704244,51.46,42.14,5.81,1.35,0.59,74.89,13.32,3,11,-5.0,7,44,13
41.86,12.2,4.37,2.15,0.44,230.36,185.11,4.178253223537322,40.19,16.03,5.72,1.54,0.56,143.82,176.47,1,0,4.0,10,36,3
