receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenders_in_path,pass_length,yards_to_go,yardline_num,yards_gained
61.14,40.26,5.89,3.06,0.6,227.92,97.77,2.1357200191036267,2,20.0,10,32,2
68.62,40.11,2.69,3.01,0.28,234.83,49.66,1.687157372624141,2,5.0,10,46,0
59.11,30.98,2.47,4.24,0.26,98.18,173.19,2.009427779244628,8,10.0,11,40,0
59.23,46.23,6.69,1.0,0.67,71.26,1.15,3.4178648305630785,0,0.0,1,50,2
55.48,8.13,6.85,1.47,0.69,71.53,178.99,5.578073144016669,0,2.0,10,48,2
41.54,41.78,5.87,1.48,0.59,76.16,346.73,4.522045997112365,1,5.0,7,35,2
43.49,42.26,4.93,2.47,0.5,247.46,346.44,6.511528238439887,2,-5.0,10,28,10
29.3,45.37,3.95,2.54,0.41,186.18,331.36,0.9202716990106781,1,4.0,5,23,0
33.16,9.59,5.08,3.06,0.52,288.79,171.67,1.9027611515899736,1,4.0,10,20,0
34.86,39.61,4.75,1.16,0.48,187.92,21.0,13.241789909222996,3,2.0,6,24,16
64.5,13.11,6.73,2.02,0.68,215.08,163.95,3.4457074745253675,0,3.0,1,49,10
65.79,35.88,0.85,1.89,0.08,135.14,217.91,2.898361606149247,7,5.0,7,39,1
59.39,35.53,2.47,1.92,0.26,21.59,316.86,7.973481046569307,4,3.0,10,48,5
22.99,42.8,5.4,6.12,0.55,84.53,32.94,1.0406248123122985,3,15.0,21,29,0
33.81,12.13,6.24,1.28,0.63,248.23,156.94,3.601999444752874,0,0.0,10,25,9
60.31,1.08,5.44,3.04,0.55,81.05,152.78,3.6448593937215192,0,18.0,10,31,0
56.2,42.93,5.56,2.76,0.57,81.55,351.57,0.667083203206315,0,4.0,10,49,0
52.17,43.77,5.71,2.36,0.58,47.49,0.76,3.8640910962346697,1,4.0,6,47,17
34.06,37.77,2.85,2.29,0.29,171.23,337.51,10.957828251984973,3,3.0,11,27,7
26.74,21.82,4.06,1.27,0.41,317.9,181.41,6.352086271454441,2,-5.0,13,22,28
56.21,37.31,6.18,1.23,0.62,286.25,13.32,7.9867703109579935,1,2.0,10,45,9
87.91,31.69,6.97,0.97,0.7,178.22,133.42,3.0678983033992537,7,6.0,12,27,10
101.71,23.72,0.88,4.23,0.1,310.5,54.82,7.062612830957102,5,3.0,10,11,3
109.76,9.19,6.78,1.18,0.68,175.15,171.38,5.784332286444132,0,1.0,1,2,1
81.3,24.79,0.22,2.92,0.01,32.3,130.61,3.738462250712186,5,3.0,10,25,0
52.99,18.68,4.16,1.04,0.42,36.8,199.94,3.560407280073449,3,-3.0,14,40,2
35.15,30.51,6.55,1.22,0.66,163.98,194.57,3.600138886209807,6,16.0,15,41,4
14.06,47.33,6.89,0.75,0.68,33.83,356.31,2.045702813216035,0,5.0,8,9,1
40.88,23.28,1.29,2.41,0.13,305.16,73.46,8.464496441017625,5,4.0,8,27,9
82.53,43.02,7.96,2.13,0.81,325.0,29.06,4.306007431484535,1,28.0,5,45,13
16.5,12.92,6.02,0.95,0.6,354.54,320.47,3.1852158482589523,7,9.0,10,14,4
52.08,16.01,6.43,2.17,0.65,349.89,94.15,4.658680070577932,0,19.0,10,25,3
73.76,2.23,5.97,1.69,0.6,246.65,185.9,1.0101980003939786,0,14.0,7,50,0
76.67,29.79,4.74,1.34,0.48,351.03,10.47,6.027354311802151,4,3.0,10,36,3
90.51,46.77,7.6,1.51,0.77,63.62,22.17,5.3001132063381515,1,11.0,4,30,7
116.68,17.79,6.18,1.14,0.62,349.72,57.92,0.8612200647918081,3,5.0,5,5,0
85.59,40.13,3.52,0.73,0.36,118.79,0.78,1.9092406867652938,1,4.0,10,21,3
42.29,47.07,6.93,1.59,0.7,98.09,3.15,4.4197963754001135,0,20.0,10,48,1
39.19,29.66,2.14,4.11,0.22,224.13,98.01,2.5361782271756845,6,6.0,10,24,3
89.1,35.63,6.61,1.14,0.68,37.76,353.41,4.144840165796506,3,8.0,10,13,5
80.49,46.02,5.82,1.02,0.58,38.8,5.57,1.9416487838947527,0,3.0,10,26,1
27.03,40.24,3.22,2.18,0.32,320.46,0.36,3.3659025535508276,1,4.0,10,13,2
44.32,24.82,1.44,3.17,0.14,99.17,13.24,1.2593649193144916,8,15.0,10,49,0
69.4,34.38,5.32,0.56,0.53,8.05,349.11,3.8116269492173505,1,-6.0,8,36,10
82.44,9.51,8.01,0.64,0.8,230.73,176.04,1.3433167906342895,0,1.0,1,29,3
95.88,50.48,7.55,0.46,0.75,292.22,354.87,1.3803260484392763,0,5.0,5,20,0
99.65,29.09,6.24,1.97,0.62,349.08,12.63,4.769171835864169,5,2.0,7,12,1
91.57,24.55,2.54,3.02,0.26,85.25,282.6,4.896896976657769,7,4.0,20,15,5
73.65,35.55,6.07,2.23,0.61,189.94,172.78,4.030793966453757,9,5.0,20,41,2
67.27,36.04,6.06,0.36,0.6,312.94,6.07,2.473418686757256,3,-3.0,18,39,1
106.77,25.16,6.12,2.06,0.61,7.73,341.62,5.329587226042935,4,1.0,9,3,29
63.28,42.95,4.39,1.42,0.45,182.32,35.57,6.328506932918689,2,2.0,8,48,5
59.9,36.92,2.18,3.78,0.2,62.92,345.69,3.076897788357619,1,2.0,6,48,6
39.48,30.71,6.78,2.94,0.69,175.24,216.92,1.1704699910719634,3,16.0,10,44,1
46.39,18.09,7.55,1.85,0.76,281.7,175.28,2.0796393918177256,5,15.0,8,22,0
56.48,5.67,6.3,2.03,0.64,304.33,184.65,5.6026154606576375,0,8.0,9,38,0
62.96,2.4,6.65,2.05,0.68,329.02,271.63,2.2330472453577874,0,30.0,10,20,30
49.81,30.81,1.09,1.37,0.12,225.96,329.62,5.046196587530057,3,-4.0,10,35,3
33.94,7.86,5.79,2.18,0.58,65.36,179.74,1.7259490143106735,1,12.0,11,36,0
29.59,35.61,5.99,0.69,0.6,173.81,181.74,5.107886059809871,9,4.0,10,24,3
85.02,27.33,3.72,1.29,0.37,13.62,325.89,4.21375129783427,5,6.0,10,19,7
38.47,49.28,8.31,3.94,0.84,264.48,311.52,1.0511898020814348,0,46.0,15,27,2
31.13,48.47,3.07,1.85,0.3,112.94,17.68,4.1268389840166995,0,4.0,10,25,1
3.82,51.22,1.37,1.36,0.15,204.88,293.88,0.5968249324550673,0,9.0,9,9,0
65.61,32.26,2.99,2.87,0.29,160.4,337.63,3.004812806149491,3,5.0,10,40,0
61.19,37.85,2.48,4.38,0.23,276.23,332.28,1.1573245007343498,2,5.0,10,46,0
68.33,46.68,6.78,4.59,0.68,98.87,355.6,1.0660675400742712,0,16.0,10,26,0
42.48,37.72,6.38,0.36,0.64,206.56,163.64,1.9918082237002637,9,7.0,6,26,6
91.39,0.51,9.17,2.78,0.93,53.63,116.22,0.9761659694949385,0,45.0,10,39,0
95.81,40.88,5.4,3.12,0.55,282.95,8.06,3.430058308542283,1,2.0,10,16,0
37.72,20.22,3.35,2.75,0.33,11.52,180.21,4.484696199298232,1,-5.0,9,23,28
59.28,4.44,7.3,2.04,0.74,37.95,259.44,0.6788225099390831,0,34.0,10,19,4
46.54,16.01,0.44,2.02,0.03,68.8,140.79,3.7423655620476177,1,6.0,10,43,7
37.67,39.74,6.36,1.14,0.64,107.71,345.69,4.536000440917087,0,3.0,10,30,10
26.85,16.04,5.37,1.94,0.55,67.82,188.4,3.028283342093341,0,1.0,10,17,0
55.44,38.01,7.7,2.01,0.77,36.76,348.37,1.924162155328908,1,2.0,10,47,2
54.04,21.41,4.49,1.89,0.45,13.92,6.14,3.8239377609997756,8,-2.0,6,43,3
48.95,35.07,8.9,1.21,0.89,54.54,353.04,3.081622949031891,1,3.0,5,42,28
12.71,41.38,5.39,1.94,0.54,118.98,202.49,0.3478505426185216,10,7.0,8,9,2
32.8,40.27,1.81,2.62,0.19,162.07,205.78,5.527865772610623,8,-2.0,10,25,5
88.55,11.92,4.46,2.96,0.46,43.69,204.91,1.9090573590125517,1,2.0,2,20,2
85.27,35.49,7.95,1.73,0.81,49.34,2.28,5.439485269765875,1,1.0,10,24,14
61.7,2.16,4.26,0.4,0.43,28.89,242.49,7.297924362447174,2,11.0,10,39,5
16.63,15.09,7.15,3.25,0.73,62.36,280.21,0.742495791233862,1,44.0,10,45,0
1.84,4.98,5.21,1.72,0.56,60.86,185.37,0.3889730067755337,0,2.0,2,2,0
67.36,14.52,7.2,1.72,0.73,137.77,201.19,8.62812262314346,2,18.0,10,25,22
35.98,22.75,3.74,2.21,0.37,346.09,38.41,1.9863534428696257,7,4.0,7,23,0
88.39,41.97,3.34,1.67,0.34,158.75,124.27,3.2218783341398924,7,-4.0,7,24,17
21.81,15.01,5.71,1.18,0.58,257.54,174.15,5.734282867107275,3,1.0,10,11,1
26.57,21.81,6.41,0.37,0.64,348.61,11.98,0.8045495634204267,6,4.0,8,13,2
24.18,17.79,5.09,0.95,0.5,267.11,192.14,4.020012437791704,1,3.0,5,11,0
24.82,8.03,6.67,0.58,0.67,266.54,176.68,0.9847842403288136,0,1.0,2,14,1
37.19,35.22,4.35,0.79,0.43,280.69,8.23,2.171750446068798,2,5.0,3,23,0
76.87,51.28,8.49,2.55,0.86,146.1,79.25,1.583161394173067,0,41.0,10,28,4
82.78,40.7,7.9,0.07,0.79,308.42,3.59,1.7161876354291792,1,0.0,10,27,3
104.71,47.93,6.18,2.83,0.62,298.93,9.83,2.762842738919468,0,9.0,10,14,1
13.06,22.84,3.83,1.7,0.39,111.46,205.44,2.0836986346398567,9,0.0,1,1,0
65.11,35.15,5.73,1.98,0.57,138.27,224.5,1.3536986370680912,6,6.0,10,39,3
61.16,46.48,5.7,1.71,0.58,91.97,354.88,9.608647147231496,1,1.0,1,48,4
55.15,40.59,4.21,2.14,0.41,94.17,355.07,3.4356513210743604,0,2.0,10,47,3
51.01,47.62,4.56,4.7,0.46,116.34,0.45,7.090571204070936,1,1.0,5,42,4
43.55,25.17,7.76,1.64,0.79,129.55,180.1,3.645408070436007,3,3.0,10,37,5
29.22,15.9,1.48,3.97,0.14,84.44,195.55,4.638383339052518,2,5.0,10,24,5
53.21,44.07,5.7,4.42,0.58,271.86,358.97,4.163472108709264,0,-1.0,10,45,-1
92.47,43.92,1.72,2.1,0.17,137.26,170.01,4.865644869901623,10,4.0,10,13,3
73.33,3.2,5.35,2.36,0.55,70.42,194.26,4.535835094004188,0,18.0,3,20,0
65.23,12.83,0.55,0.23,0.06,4.39,118.43,5.824774673753489,4,5.0,10,40,3
49.95,39.98,3.3,2.62,0.34,162.79,148.18,6.272623055787747,8,-4.0,10,37,9
25.82,3.86,4.62,4.21,0.47,82.68,164.21,0.9060353193998572,1,15.0,5,32,0
20.56,32.82,5.75,1.67,0.59,142.1,191.19,1.385784976105598,9,7.0,10,17,5
75.84,12.34,5.89,0.7,0.59,336.28,27.07,1.966036622242832,9,6.0,4,39,4
58.51,37.27,8.58,2.79,0.86,30.59,343.42,5.162053854813996,2,-4.0,10,44,8
45.66,45.73,2.94,0.76,0.29,178.49,42.44,7.568097515227987,2,-4.0,10,40,7
88.44,20.35,3.67,2.75,0.36,339.91,192.57,3.623065000796972,3,-4.0,10,26,9
26.67,30.8,2.52,1.68,0.26,210.73,121.43,3.723130403303115,5,2.0,10,15,3
32.34,19.67,4.16,2.78,0.42,234.27,27.78,4.696551926679828,5,14.0,15,10,0
70.54,42.99,4.11,4.87,0.43,159.57,335.09,9.580109602713321,1,7.0,10,33,7
57.22,45.08,3.27,4.7,0.31,72.87,352.23,1.4705441169852738,1,6.0,10,47,2
55.36,40.99,6.01,0.79,0.6,54.85,339.75,3.533454400441581,1,0.0,2,45,4
50.01,29.26,7.08,1.49,0.7,65.7,349.85,3.620842443410099,3,6.0,15,46,11
44.51,14.94,6.01,1.96,0.61,273.23,197.09,11.53501192023658,1,-5.0,10,29,10
16.51,23.19,6.23,2.21,0.63,80.51,350.97,3.899974358890071,7,4.0,9,10,2
87.27,34.38,8.58,1.23,0.86,311.18,3.07,3.7638411231081523,2,3.0,8,26,6
117.52,19.28,5.64,1.62,0.57,180.98,171.87,2.5821309029559236,1,14.0,7,14,0
81.09,41.15,5.05,3.01,0.51,339.5,7.58,2.9129023327258983,1,5.0,10,25,-1
75.59,13.28,6.82,0.43,0.68,114.42,186.92,3.927467377331099,0,5.0,6,29,12
54.44,48.97,6.06,1.99,0.61,82.64,3.15,3.7046592285930946,0,9.0,10,46,2
51.24,31.31,2.64,1.28,0.27,55.96,259.31,6.897840241698847,7,2.0,10,43,7
39.79,22.92,6.1,0.71,0.61,338.35,328.4,0.9570788891204354,8,5.0,1,34,3
52.76,30.04,5.44,3.4,0.56,204.78,153.92,1.8027756377319946,3,13.0,5,30,1
70.28,11.59,6.82,1.82,0.69,249.95,170.97,1.7582377541163194,1,16.0,10,44,19
83.8,40.68,5.13,1.17,0.52,147.67,12.95,12.861014734460115,1,-5.0,10,21,12
97.12,44.54,6.62,0.66,0.66,266.38,8.92,3.7680897016923507,0,0.0,2,13,3
90.78,30.58,4.06,1.72,0.41,169.77,355.64,5.5875933996668,3,-6.0,10,25,18
85.72,18.39,5.71,1.83,0.57,286.68,215.98,7.111462578119916,4,-7.0,15,32,11
77.25,29.66,9.86,1.55,0.99,142.6,108.94,0.9950376877284577,0,51.0,15,20,3
99.07,6.41,6.66,2.67,0.68,357.32,138.78,5.166294610259864,1,14.0,8,24,3
87.52,35.54,0.39,1.74,0.04,179.02,359.14,5.730985953568549,2,-2.0,10,25,18
60.0,50.02,7.44,1.35,0.75,76.26,5.36,5.308351909962268,0,9.0,10,41,0
38.95,31.64,7.48,1.36,0.75,291.83,14.62,3.54496826502015,2,4.0,10,25,2
74.18,36.33,7.96,2.9,0.8,282.45,343.22,3.4541134897394428,3,-6.0,8,42,15
38.25,10.57,7.04,2.98,0.71,91.67,183.0,3.1715768948584566,0,6.0,5,34,0
30.88,34.29,5.47,1.42,0.55,102.0,231.87,3.6370592516482354,4,10.0,12,30,5
9.69,49.03,7.21,2.29,0.74,80.55,349.85,1.489295135290519,0,4.0,4,4,0
34.65,39.11,0.23,0.65,0.02,188.96,266.22,3.3229053552576557,1,4.0,14,21,3
44.55,38.88,8.12,1.75,0.82,329.4,24.44,5.122889809472773,2,7.0,7,28,38
39.5,15.72,4.33,1.13,0.44,71.04,172.98,3.274049480383584,2,-2.0,10,32,8
56.72,9.41,6.52,5.04,0.65,264.45,168.86,1.2237646832622713,1,4.0,10,42,0
64.15,20.86,2.14,3.0,0.22,310.65,0.6,2.817108446616849,5,8.0,6,46,0
56.62,38.7,0.29,2.89,0.03,161.82,0.29,6.083288584310304,2,-3.0,14,50,11
64.89,23.2,5.23,1.31,0.53,205.2,165.41,3.61092785859812,2,-3.0,6,42,19
118.93,44.0,5.49,3.59,0.56,243.68,35.47,0.8825531145489313,0,11.0,11,11,0
81.48,15.02,4.6,1.85,0.46,82.75,186.34,6.038360704694615,1,4.0,10,25,0
65.78,39.38,7.04,1.99,0.71,15.8,354.39,5.29365658123003,2,-2.0,10,46,8
54.75,40.74,3.44,1.64,0.34,72.77,7.79,2.943501316459704,1,3.0,4,48,3
46.01,30.74,1.27,4.53,0.12,139.06,232.96,4.0224495024798,5,6.0,10,42,4
49.59,37.0,3.42,2.05,0.34,166.21,22.46,5.28466649846516,0,-8.0,10,32,6
32.82,49.07,3.37,2.68,0.34,77.4,18.31,4.917123142651604,0,10.0,12,34,3
29.53,22.44,5.18,0.48,0.52,76.66,187.76,5.677763644252902,2,-4.0,10,16,12
83.92,42.66,6.17,0.74,0.62,43.54,353.58,6.793187764223808,0,1.0,10,25,5
60.21,15.89,6.6,1.93,0.67,39.21,156.56,6.404131478975114,3,-4.0,20,45,13
70.97,36.3,1.61,0.79,0.17,188.72,292.08,7.216924552744051,0,-3.0,11,36,19
105.26,9.96,9.04,2.06,0.92,210.64,177.75,2.3436083290515874,0,10.0,4,14,0
102.51,24.83,7.35,1.27,0.73,175.47,191.15,3.4047613719613214,5,-4.0,4,4,4
61.36,28.02,6.45,0.68,0.64,341.95,352.47,1.3732079230764729,7,10.0,11,41,4
57.1,38.53,3.59,1.7,0.35,142.53,19.53,6.248919906671875,1,-3.0,15,50,22
71.68,7.16,3.81,2.44,0.38,94.31,161.78,0.9297311439335658,0,13.0,10,25,0
74.77,10.1,1.54,1.57,0.15,310.47,212.16,6.007270594870849,3,-1.0,10,38,5
80.67,22.81,5.54,1.66,0.56,47.59,350.77,5.323532661682464,5,3.0,21,27,11
36.51,33.95,5.9,0.63,0.59,224.25,176.75,5.050346522764548,8,6.0,10,20,22
76.11,42.36,8.48,1.51,0.86,288.03,29.74,8.203444398543823,1,20.0,10,48,6
41.12,17.54,2.87,1.96,0.28,36.05,207.43,4.73925099567432,1,-2.0,12,28,8
71.54,18.72,5.58,2.12,0.54,23.9,339.56,2.5893628559937376,5,4.0,10,35,4
34.08,36.56,1.61,3.58,0.16,226.49,308.56,3.7290347276473583,3,4.0,20,20,-2
35.16,44.92,5.05,1.33,0.51,289.91,2.67,2.8671414335536416,1,3.0,18,22,4
49.38,50.5,5.04,3.15,0.51,300.2,2.82,2.2336517185989413,0,10.0,11,29,0
62.6,7.62,6.07,1.0,0.61,279.82,173.46,4.007917164812658,0,4.0,2,49,0
60.35,40.93,1.08,4.84,0.13,163.3,70.28,7.081384045509746,5,-2.0,10,47,22
87.27,32.19,3.41,1.95,0.36,190.47,119.03,7.630530781013859,6,5.0,10,27,8
92.45,27.76,7.92,0.26,0.79,339.18,356.04,3.816018867877879,7,-4.0,10,14,5
102.75,34.62,4.17,2.88,0.41,238.85,169.48,1.9955199823604926,7,6.0,9,13,2
86.72,13.71,4.61,1.37,0.47,52.67,187.83,6.217008927128865,2,-2.0,9,26,6
48.42,46.34,5.8,3.08,0.59,278.56,352.16,3.0405591591021532,1,10.0,10,28,0
46.05,43.09,0.76,2.69,0.1,176.07,298.44,7.090867365844607,0,-2.0,10,38,13
54.4,15.6,1.66,4.36,0.17,50.53,179.16,4.867699662058046,2,-5.0,10,49,8
62.5,50.55,3.46,1.59,0.35,242.14,38.85,5.16034882541868,1,11.0,17,42,2
80.23,2.56,6.93,1.98,0.7,268.81,106.05,3.131293662370237,1,26.0,14,45,4
38.74,18.96,0.38,1.48,0.05,319.49,200.15,4.473298559228971,1,9.0,15,20,1
93.73,2.72,5.97,1.76,0.6,91.43,171.22,1.7355690709389893,0,5.0,10,11,0
92.26,45.43,3.06,5.97,0.29,116.48,79.02,2.725912691191708,5,1.0,5,16,3
78.67,30.58,6.24,1.18,0.63,160.02,189.35,0.38832975677895415,7,3.0,6,29,1
71.55,6.03,5.04,0.44,0.5,311.19,206.01,6.150812954398787,1,6.0,2,33,4
56.24,6.68,6.4,1.53,0.65,258.54,206.74,1.5849290204927187,0,0.0,10,44,7
43.06,38.99,5.86,2.25,0.59,139.89,4.74,7.67328482463671,1,-1.0,10,32,3
45.69,32.6,1.72,4.56,0.19,280.74,317.52,1.5205262246998563,6,11.0,11,24,0
41.41,24.68,4.68,3.2,0.46,222.66,177.75,4.197534990920269,2,-4.0,10,35,30
80.5,16.35,1.75,3.8,0.17,65.05,150.22,3.4842072269025572,1,5.0,10,25,0
74.83,15.4,1.04,1.55,0.11,141.12,323.62,4.087113896137471,5,10.0,10,25,1
50.27,12.94,1.86,5.81,0.2,2.03,184.12,1.7987773625437886,1,4.0,10,36,0
59.39,47.38,5.75,2.03,0.58,112.44,18.47,3.7032418230517985,0,2.0,10,47,8
74.58,48.28,4.64,2.56,0.48,168.66,23.51,5.701719039026742,1,8.0,10,43,3
83.92,12.68,2.92,2.46,0.28,278.05,227.24,0.5186520991955927,0,3.0,7,29,0
88.36,16.42,1.16,2.09,0.11,282.26,210.88,6.268692048585579,2,-2.0,12,24,13
66.74,15.37,8.27,1.44,0.84,150.75,200.58,2.2455511572885634,0,9.0,1,35,23
25.81,49.64,6.51,2.47,0.66,74.56,18.76,3.708180146648757,0,4.0,10,21,0
17.75,13.05,7.01,2.11,0.71,109.75,193.85,3.955009481657407,2,10.0,6,17,5
25.17,38.15,5.66,0.75,0.57,170.28,157.18,6.760362416320588,11,2.0,10,13,6
30.66,11.88,3.56,1.4,0.35,46.25,168.91,5.0502475186865805,2,-2.0,10,23,7
69.76,30.59,5.18,0.5,0.52,229.68,172.39,8.410095124313402,5,5.0,10,45,7
81.33,34.31,4.34,1.32,0.44,185.89,119.98,7.788099896637179,6,4.0,10,33,10
87.41,15.38,2.91,3.22,0.28,87.65,137.36,6.872845116834801,4,-3.0,10,19,3
84.67,13.9,4.24,2.65,0.43,65.61,177.82,6.070494213818179,2,-6.0,10,19,12
49.8,13.99,1.4,3.98,0.12,304.31,349.49,2.380000000000001,9,5.0,10,35,0
67.79,8.96,5.94,1.43,0.6,62.81,149.84,9.834454738316708,3,-7.0,10,35,10
89.26,0.71,7.03,1.38,0.71,201.84,172.25,1.376372042726827,0,13.0,9,34,0
65.73,35.2,5.09,3.23,0.52,123.92,207.49,0.3482814953453672,4,14.0,4,31,0
41.26,36.61,5.1,0.87,0.51,55.15,353.39,4.356007346182974,1,14.0,10,46,8
37.89,34.51,4.96,1.52,0.49,54.15,10.69,1.6909464805250347,1,-4.0,10,24,25
46.89,32.68,7.03,1.87,0.71,181.04,141.48,2.9432295187429722,5,12.0,10,26,2
56.04,19.99,5.4,3.49,0.54,250.15,191.1,7.002927959075402,1,1.0,5,45,3
76.76,8.61,7.27,1.37,0.73,218.67,125.64,3.214607285501616,0,19.0,1,49,17
107.61,27.5,6.72,1.22,0.67,356.73,73.94,3.3543106594351038,3,16.0,13,18,2
48.52,45.82,8.37,2.45,0.85,79.32,351.87,1.369999999999995,0,23.0,10,38,0
24.24,50.84,6.5,1.82,0.66,83.94,292.85,0.4148493702538361,1,24.0,10,39,4
68.31,51.57,5.75,2.25,0.58,44.5,9.06,4.26431706138275,0,8.0,10,33,0
47.34,5.74,6.56,2.27,0.66,24.78,117.96,1.3903237033151663,1,27.0,9,12,3
68.67,48.51,6.74,2.13,0.69,293.91,10.47,1.7511424842085166,0,26.0,19,33,0
87.11,30.42,7.39,0.85,0.74,198.42,151.23,1.1703418304068272,4,13.0,5,36,6
74.17,40.64,3.37,4.83,0.34,110.28,80.08,1.7488853593074634,4,7.0,7,28,0
62.81,18.77,7.62,1.46,0.76,126.5,180.92,3.6434736173053324,2,12.0,10,35,4
50.06,50.92,7.15,1.47,0.72,40.61,11.76,3.1678383797157355,0,5.0,7,46,0
33.4,8.99,7.92,2.31,0.81,135.98,204.34,1.1847362575695923,0,18.0,2,41,5
5.87,9.21,5.18,2.54,0.53,37.95,255.15,0.7308214556237378,0,18.0,10,18,0
85.2,50.66,4.5,1.92,0.46,79.62,351.42,2.1455302374937504,0,5.0,10,20,0
78.45,7.22,7.54,0.87,0.76,121.23,187.48,2.1800000000000064,0,6.0,5,25,2
70.24,18.2,6.93,1.45,0.69,359.09,329.87,1.8304371062672389,6,7.0,10,33,8
38.57,35.81,7.72,1.53,0.78,68.86,353.38,6.449201500961187,1,4.0,7,33,9
29.77,34.16,1.7,2.55,0.17,156.08,350.67,4.834894000906326,3,0.0,10,20,7
35.87,33.32,3.73,0.66,0.38,196.22,3.41,6.168306088384399,1,-4.0,5,30,9
67.3,46.58,4.49,2.52,0.45,135.87,28.84,6.08237618040844,3,-2.0,5,40,14
78.17,31.58,2.96,2.32,0.29,144.42,204.84,1.7030854353202591,5,8.0,10,25,0
39.51,43.52,4.56,2.1,0.46,200.45,336.22,10.319016425997205,3,-5.0,7,24,11
24.6,38.05,1.96,1.88,0.21,166.08,222.39,3.9977243526786572,6,7.0,15,20,0
19.05,39.77,2.07,2.19,0.22,96.61,348.92,1.9742593547961245,2,3.0,8,13,3
101.39,35.27,4.23,4.84,0.45,227.39,129.42,3.5986942076258677,5,6.0,7,14,8
89.97,11.83,5.77,2.14,0.58,274.49,198.93,5.587002774296785,2,-5.0,10,25,8
38.28,22.0,4.12,1.64,0.42,237.58,179.71,6.759955621156102,2,1.0,7,28,0
40.77,23.25,3.53,0.61,0.36,323.46,104.96,3.943817947116733,6,3.0,6,29,7
59.82,44.66,1.23,2.49,0.13,214.84,0.7,2.2943626565998714,1,9.0,8,41,0
55.29,26.35,7.36,1.13,0.74,217.11,172.08,4.145419158541146,4,5.0,20,40,0
98.24,42.87,0.47,2.61,0.04,187.94,200.2,5.511769225938256,10,-2.0,7,13,12
61.75,41.11,2.21,2.96,0.22,169.89,171.61,4.737815952524958,10,1.0,4,47,4
47.69,11.31,2.76,0.85,0.28,343.18,103.16,1.4467895493125456,4,7.0,17,30,3
56.87,38.47,3.16,2.31,0.33,269.86,2.6,1.6760966559241122,2,7.0,7,40,-1
79.69,41.02,2.62,5.92,0.29,217.83,18.97,2.6626678350856996,2,20.0,10,50,0
81.79,37.19,6.37,2.81,0.64,240.4,171.14,1.058489489791932,10,6.0,14,34,0
53.72,37.14,8.94,2.14,0.9,309.82,38.85,2.9712118739665843,2,21.0,10,25,3
83.67,48.88,7.46,1.38,0.75,14.65,1.87,1.5983116091676177,0,12.0,10,38,0
73.19,36.55,6.21,2.04,0.62,57.76,0.73,3.732505860678589,2,-1.0,10,38,9
51.33,34.63,7.26,4.16,0.72,173.67,197.67,2.6027869678481146,7,13.0,2,46,8
38.14,46.54,1.25,0.63,0.14,120.77,9.91,4.7568161620983425,0,1.0,6,29,16
20.62,6.84,4.81,3.12,0.49,31.89,190.58,2.273169593321184,1,3.0,12,14,6
34.94,26.69,7.91,0.33,0.79,309.26,7.8,1.801610390733803,4,4.0,12,21,2
36.33,42.2,7.41,1.57,0.75,87.12,24.29,4.879231496865059,2,-6.0,7,32,5
48.29,11.17,9.03,2.55,0.91,218.28,160.73,3.248538132760641,0,-2.0,10,40,11
75.44,25.78,4.08,0.84,0.41,184.4,83.18,2.4478766308782793,6,2.0,8,36,5
108.04,21.29,6.22,0.4,0.63,12.07,49.82,0.6736467917239706,8,4.0,6,6,2
86.55,17.21,2.04,3.31,0.18,345.34,267.27,3.3461171527607916,0,-2.0,10,25,5
82.57,18.63,0.68,4.51,0.07,91.04,18.52,0.8271033792700851,9,5.0,12,23,0
58.26,30.63,5.37,1.31,0.54,153.76,96.66,3.0232432915661955,2,9.0,10,38,31
105.7,16.68,4.95,2.47,0.49,318.9,40.47,3.520979977222241,8,2.0,5,5,1
80.34,37.64,4.7,2.51,0.46,90.17,3.23,2.4701821795163195,1,5.0,10,25,0
75.16,46.54,7.35,0.29,0.73,56.92,2.06,2.3409399821439263,1,5.0,5,30,1
70.75,32.06,7.5,1.37,0.76,66.64,348.02,7.671799006751937,4,3.0,10,36,9
63.88,16.34,6.61,0.38,0.66,107.36,190.5,10.105449025154694,1,-2.0,10,48,14
40.08,17.62,6.43,1.99,0.65,341.96,36.53,2.031846450891405,6,5.0,10,27,3
32.45,15.08,8.49,0.77,0.85,235.34,172.8,5.872410067425469,1,-2.0,10,25,10
31.72,12.0,0.78,1.26,0.08,6.95,19.27,4.762877281643946,10,-1.0,12,23,4
60.89,14.56,5.32,1.7,0.54,265.37,169.91,8.901471788417915,1,-2.0,7,47,5
46.83,34.74,6.1,2.68,0.61,168.75,150.55,1.6983815825661785,5,13.0,10,25,2
52.39,19.95,1.67,2.54,0.18,323.53,60.18,3.0916176995223674,5,4.0,11,39,0
52.9,6.19,5.63,2.66,0.58,286.11,180.95,4.616600480873346,1,0.0,7,43,0
92.16,15.76,4.33,1.81,0.44,3.62,189.99,3.4091787867461574,2,-5.0,10,23,2
86.31,38.39,6.54,1.17,0.65,70.28,352.16,3.1567388235329217,1,4.0,13,20,6
65.4,38.53,5.92,0.87,0.59,68.82,358.18,4.829430608260152,1,-2.0,8,46,8
27.41,6.72,7.1,0.92,0.71,258.92,175.77,3.6634410053936985,1,3.0,10,14,0
